Cluster,Lead Investors Include,Continent
1,Sofina,Europe
2,Shang Qi Capital,Asia
0,Morningside Group,North America
0,Kohlberg Kravis Roberts,North America
0,Steadfast Financial,North America
1,Baillie Gifford,Europe
0,Multiple Investors,North America
2,Multiple Investors,Asia
2,Times Internet,Asia
0,Multiple Investors,North America
1,Multiple Investors,Europe
0,Lorient Capital,North America
0,Bain Capital Ventures,North America
0,Bessemer Venture Partners,North America
2,McKinsey & Company,Asia
2,Multiple Investors,Asia
0,Tiger Global Management,North America
0,Drive Capital,North America
0,StepStone Group,North America
2,Sequoia Capital China,Asia
0,Multiple Investors,North America
0,Coatue,North America
0,Insight Partners,North America
0,JP Morgan,North America
0,Owl Rock Capital,North America
0,Coatue,North America
2,Google Ventures,Asia
0,Multiple Investors,North America
2,ITOCHU Corporation,Asia
2,Sino Biopharmaceutical,Asia
0,Insight Partners,North America
2,Walden International,Asia
0,Wellington Management,North America
2,IDG Capital,Asia
2,Binance,Asia
0,Kohlberg Kravis Roberts,North America
0,Linse Capital,North America
2,Tiger Global Management,Asia
0,TTV Capital,North America
2,Light Street Capital,Asia
2,GIC,Asia
2,Hermitage Capital,Asia
2,Multiple Investors,Asia
0,Silver Lake Waterman,North America
2,Anand Piramal,Asia
0,Tiger Global Management,North America
0,Sixth Street,North America
0,Multiple Investors,North America
0,ServiceNow,North America
0,Multiple Investors,North America
1,Decisive Capital Management,Europe
0,Altimeter Capital,North America
0,Multiple Investors,North America
0,Wellington Management,North America
1,Multiple Investors,Europe
0,Multiple Investors,North America
1,SoftBank,Europe
2,Ping An Capital,Asia
2,Multiple Investors,Asia
0,Andreessen Horowitz,North America
2,Trustbridge Partners,Asia
0,Multiple Investors,North America
1,Tiger Global Management,Europe
2,The Carlyle Group,Asia
2,Sachin Tendulkar,Asia
0,Sapphire Ventures,North America
0,Dragoneer Investment Group,North America
0,SoftBank Vision Fund,North America
0,Kinnevik,North America
2,Multiple Investors,Asia
0,Sequoia Capital China,North America
1,Intel Corporation,Europe
1,General Atlantic,Europe
0,SoftBank Vision Fund,North America
2,Hillhouse Capital Group,Asia
0,Alkeon Capital,North America
2,Multiple Investors,Asia
1,Goldman Sachs,Europe
0,Multiple Investors,North America
0,Fulcrum Equity Partners,North America
2,Western Union,Asia
0,Altimeter Capital,North America
0,Franklin Templeton Investments,North America
2,Multiple Investors,Asia
0,Multiple Investors,North America
0,Multiple Investors,North America
0,Coatue,North America
1,Bain Capital Tech Opportunities,Europe
0,Group 11,North America
2,Multiple Investors,Asia
2,Multiple Investors,Asia
2,Bank of China Group Investment,Asia
0,BRV Capital Management,North America
1,SoftBank,Europe
0,Sapphire Ventures,North America
0,Multiple Investors,North America
0,Twilio,North America
1,Accel,Europe
0,Permira,North America
2,CITIC Capital Holdings,Asia
2,Wellington Management,Asia
0,Multiple Investors,North America
0,General Atlantic,North America
0,Salesforce Ventures,North America
2,Multiple Investors,Asia
0,Digital Alpha,North America
2,TPG Rise Climate Fund,Asia
0,Haun Ventures,North America
1,Ontario Teachers' Pension Plan,Europe
2,SK Group,Asia
0,Multiple Investors,North America
0,Golub Capital,North America
0,Shining Capital,North America
0,Multiple Investors,North America
2,Multiple Investors,Asia
0,Bessemer Venture Partners,North America
0,Greenoaks,North America
0,Google,North America
2,Multiple Investors,Asia
2,Multiple Investors,Asia
0,Multiple Investors,North America
0,Vision Ridge Capital Partners,North America
2,Warburg Pincus,Asia
0,Multiple Investors,North America
0,Multiple Investors,North America
1,Accel,Europe
2,Temasek Holdings,Asia
0,Multiple Investors,North America
1,Multiple Investors,Europe
0,Multiple Investors,North America
0,Chrysalis Investments,North America
2,Multiple Investors,Asia
0,Accel,North America
1,SoftBank,Europe
0,HealthQuest Capital,North America
1,Temasek Holdings,Europe
0,March Capital,North America
0,Qatar Investment Authority,North America
2,CITIC Construction Investment,Asia
2,Multiple Investors,Asia
1,SoftBank Vision Fund,Europe
0,Tiger Global Management,North America
0,Benchmark,North America
0,G Squared,North America
2,Sequoia Capital China,Asia
2,China Merchants Capital,Asia
2,Tonic Private Equity,Asia
2,Welcome Capital,Asia
1,SoftBank Vision Fund,Europe
1,Ontario Teachers' Pension Plan,Europe
0,HSBC,North America
1,Tiger Global Management,Europe
0,Multiple Investors,North America
1,RPMI Railpen,Europe
0,Multiple Investors,North America
2,PTT Oil and Retail Business Public Company,Asia
1,Kinnevik,Europe
2,Multiple Investors,Asia
2,L Catterton Asia,Asia
0,GCP Capital Partners,North America
0,Multiple Investors,North America
2,DS Asset Management,Asia
0,Proxima Media,North America
1,The Twenty Minute VC,Europe
1,Tiger Global Management,Europe
0,Oak HC/FT,North America
0,TCV,North America
0,Point Break Capital Management,North America
1,Multiple Investors,Europe
2,Tencent,Asia
2,Multiple Investors,Asia
0,AltaIR Capital,North America
0,Climate Investment,North America
0,Multiple Investors,North America
0,Salesforce Ventures,North America
0,Multiple Investors,South America
0,Greenbriar Equity Group,North America
2,EvolutionX,Asia
0,Bertelsmann,North America
0,Multiple Investors,North America
2,Temasek Holdings,Asia
0,Multiple Investors,South America
0,New Enterprise Associates,North America
2,Multiple Investors,Asia
0,Polychain,North America
0,Insight Partners,North America
0,ICONIQ Capital,North America
0,BlackRock,North America
0,Pantera Capital,North America
2,Ronnie Screwvala,Asia
0,Multiple Investors,North America
0,Multiple Investors,North America
0,General Catalyst,North America
0,Multiple Investors,North America
2,Tiger Global Management,Asia
0,Baillie Gifford,North America
2,Multiple Investors,Asia
0,Temasek Holdings,North America
0,FTV Capital,North America
2,Jun Lei,Asia
0,CrowdStrike,North America
0,Lone Pine Capital,North America
0,Tiger Global Management,North America
2,Koch Disruptive Technologies,Asia
0,Guangzhou Yuexiu Industrial Investment Fund,North America
0,TCV,North America
2,Orios Venture Partners,Asia
1,Qatar Holding,Europe
0,Multiple Investors,North America
0,Multiple Investors,North America
0,Multiple Investors,North America
0,Third Point Ventures,North America
0,GGV Capital,North America
1,Multiple Investors,Europe
0,Google,North America
0,Alkeon Capital,North America
1,Macquarie Group,Europe
2,Multiple Investors,Asia
1,Multiple Investors,Europe
2,Multiple Investors,Asia
0,83North,North America
0,TPG,North America
0,Multiple Investors,North America
1,EQT,Europe
2,Tencent,Asia
0,Tiger Global Management,North America
0,Lightrock,North America
0,Ribbit Capital,North America
0,Goldman Sachs Asset Management,North America
0,Rhône Group,North America
2,CICC,Asia
1,JP Morgan,Europe
0,CIBC Innovation Banking,North America
2,CyberAgent Capital,Asia
2,Multiple Investors,Asia
1,Multiple Investors,Europe
1,Multiple Investors,Europe
1,Groupe Bruxelles Lambert,Europe
2,Susquehanna International Group (SIG),Asia
2,Multiple Investors,Asia
0,Brookfield Growth,North America
0,D1 Capital Partners,North America
0,SoftBank Vision Fund,North America
2,WANDA Group,Asia
0,Multiple Investors,North America
0,Multiple Investors,North America
0,Alameda Research,Africa
1,Multiple Investors,Europe
1,Eclipse Ventures,Europe
0,UBS,North America
0,Multiple Investors,North America
2,Tencent,Asia
0,Y Combinator Continuity Fund,North America
2,Multiple Investors,Asia
0,SoftBank Vision Fund,North America
1,Squarepoint Capital,Europe
2,Tencent,Asia
0,Multiple Investors,North America
2,Allianz X,Asia
2,CCB International,Asia
2,IDG Capital,Asia
2,China Development Bank Capital,Asia
2,Trustbridge Partners,Asia
0,Multiple Investors,North America
0,SoftBank Vision Fund,North America
2,Eight Roads Ventures,Asia
0,Vulcan Capital,South America
0,Bio-Techne,North America
0,The Boeing Company,North America
2,Taikang Insurance Group,Asia
0,Nestlé,North America
0,Battery Ventures,North America
1,Atlas Venture,Europe
0,Baillie Gifford,North America
1,Andreessen Horowitz,Europe
0,Tiger Global Management,North America
0,Georgian,North America
2,Multiple Investors,Asia
2,Temasek Holdings,Asia
2,China Structural Reform Fund,Asia
2,Hillhouse Capital Group,Asia
2,Multiple Investors,Asia
2,JD.com,Asia
2,Multiple Investors,Asia
2,Multiple Investors,Asia
0,Multiple Investors,North America
2,Teachers Venture Growth,Asia
0,Multiple Investors,North America
2,D1 Capital Partners,Asia
1,Multiple Investors,Europe
2,SoftBank Vision Fund,Asia
2,Tiger Global Management,Asia
2,Multiple Investors,Asia
2,China CITIC Bank,Asia
2,Long De Cheng Zhang Culture Communication,Asia
2,Tencent,Asia
2,Multiple Investors,Asia
2,Multiple Investors,Asia
0,The Carlyle Group,North America
2,Yichang Boyue Investment Management,Asia
0,Shopify,North America
1,Multiple Investors,Europe
2,Gezhi Asset Management,Asia
2,Multiple Investors,Asia
0,a16z crypto,North America
0,Sapphire Ventures,North America
2,Multiple Investors,Asia
2,Shenzhen Capital Group,Asia
2,Matrix Partners China,Asia
2,Sequoia Capital China,Asia
2,Multiple Investors,Asia
0,Multiple Investors,North America
0,Multiple Investors,North America
1,Multiple Investors,Europe
0,Oak HC/FT,North America
0,TPG,North America
2,Multiple Investors,Asia
1,Farallon Capital Management,Europe
0,Mastercard,North America
2,Avenir Growth Capital,Asia
2,West Fund,Asia
2,YF Capital,Asia
2,Geely,Asia
2,BOCOM International,Asia
2,Multiple Investors,Asia
2,Baidu Capital,Asia
2,Xiaomi,Asia
2,Multiple Investors,Asia
2,Shinhan Venture Investment,Asia
2,Beijing Taikang Investment,Asia
1,eBay Ventures,Europe
0,Y Combinator,North America
0,Multiple Investors,North America
2,SoftBank Vision Fund,Asia
0,Francisco Partners,North America
2,Multiple Investors,Asia
1,SoftBank Vision Fund,Europe
0,Kohlberg Kravis Roberts,North America
2,SRAM & MRAM,Asia
0,Lightspeed Venture Partners,North America
1,Raine Ventures,Europe
2,China Integrated Circuit Industry Investment Fund (CICF),Asia
2,Zomato,Asia
0,Dundon Capital Partners,North America
0,Canada Pension Plan Investment Board,North America
2,CICC Capital,Asia
0,Multiple Investors,North America
0,Bain Capital Ventures,North America
1,Multiple Investors,Europe
1,Bill & Melinda Gates Foundation,Europe
2,Multiple Investors,Asia
2,Brighton Park Capital,Asia
2,Peakview Capital,Asia
2,Multiple Investors,Asia
2,Yingke Capital,Asia
2,Multiple Investors,Asia
0,Lightspeed Venture Partners,North America
0,Multiple Investors,North America
